SERIAL_NUMBER,VIOLATION_STATUS,VIOLATION_CODE,VIOLATION_DESCRIPTION,ObjectId
DALOFKDC4,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,283
DALOFKDC4,OUT OF COMPLIANCE,H058,FLIES - PREMISES,284
DALOFKDC4,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT",285
DALOFKDC4,OUT OF COMPLIANCE,H004,BEDBUGS - UNIT,286
DALOFKDC4,OUT OF COMPLIANCE,H014,TANK/BASE/BOWL/OTHER - UNIT,287
DALOFKDC4,OUT OF COMPLIANCE,H086,REFUSE AREA/BINS - PREMISES,288
DAOAB681B,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,289
DAPKKGXSG,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,290
DAPKKGXSG,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT",291
DAPKKGXSG,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,292
DAPKKGXSG,OUT OF COMPLIANCE,H015,TUB/SHOWER STALL - UNIT,293
DAPKKGXSG,OUT OF COMPLIANCE,H045,SINK BASIN - UNIT,294
DAQIJVKIU,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,295
DARCAZRIV,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,296
DARW5ZPQD,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT",297
DARW5ZPQD,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,298
DARW5ZPQD,OUT OF COMPLIANCE,H015,TUB/SHOWER STALL - UNIT,299
DAS1VR4VB,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,300
DABCSZTWS,OUT OF COMPLIANCE,H004,BEDBUGS - UNIT,301
DABSUC2BJ,OUT OF COMPLIANCE,H010,SEWER/DRAIN LINES - UNIT,302
DABTSIDGD,OUT OF COMPLIANCE,H076,APPLIANCES - PREMISES,303
DADNT0UTK,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,304
DAFFA3YHA,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,305
DAFFA3YHA,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,306
DAFFA3YHA,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,307
DAFFA3YHA,OUT OF COMPLIANCE,H086,REFUSE AREA/BINS - PREMISES,308
DAIMILMBR,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,309
DAIMILMBR,OUT OF COMPLIANCE,H020,APPLIANCES - UNIT,310
DAIUZTT4V,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,311
DAIUZTT4V,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,312
DALH5GKQH,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,313
DALH5GKQH,OUT OF COMPLIANCE,H005,RATS/MICE - UNIT,314
DANGNJBUN,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,315
DAOYSBU06,OUT OF COMPLIANCE,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES,316
DASC07B0M,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,317
DATLWSURU,OUT OF COMPLIANCE,H055,"BEES, WASPS, SPIDERS, ANTS OR OTHER VENOMOUS PESTS",318
DATLWSURU,OUT OF COMPLIANCE,H010,SEWER/DRAIN LINES - UNIT,319
DATNVTGRI,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,320
DATNVTGRI,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT",321
DATNVTGRI,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,322
DATT6AR7U,OUT OF COMPLIANCE,H067,COVER PLATES - PREMISES,323
DATT6AR7U,OUT OF COMPLIANCE,H092,WINDOWS/SCREENS - PREMISES,324
DATT6AR7U,OUT OF COMPLIANCE,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES,325
DAVM33I0Y,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,326
DAVS0IRMD,OUT OF COMPLIANCE,P021,POOL WATER QUALITY - CLOUDY / TURBID / GREEN,327
DAWPECLGW,OUT OF COMPLIANCE,H010,SEWER/DRAIN LINES - UNIT,328
DAWPECLGW,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,329
DAYXBWUWM,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,330
DAZ6V6MR1,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,331
DA0FOCP1L,OUT OF COMPLIANCE,H015,TUB/SHOWER STALL - UNIT,332
DA0FOCP1L,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,333
DA0FOCP1L,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT",334
DA2LPVVWJ,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,335
DA2LPVVWJ,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,336
DA2LPVVWJ,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,337
DA2LPVVWJ,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,338
DA2LPVVWJ,OUT OF COMPLIANCE,H095,STAIRS - PREMISES,339
DA2LPVVWJ,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,340
DA3YEUT7H,OUT OF COMPLIANCE,H005,RATS/MICE - UNIT,341
DAA93LTKI,OUT OF COMPLIANCE,H062,NO HOT-WATER - PREMISES,342
DABPVMPDG,OUT OF COMPLIANCE,H086,REFUSE AREA/BINS - PREMISES,343
DAG7XMS0H,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,344
DAHTTEV0H,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,345
DAHTTEV0H,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,346
DAIIMJ0XT,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,347
DAIIMJ0XT,OUT OF COMPLIANCE,H005,RATS/MICE - UNIT,348
DAMHTHCSH,OUT OF COMPLIANCE,H059,MITES/FLEAS - PREMISES,349
DAMHTHCSH,OUT OF COMPLIANCE,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES,350
DAKRRYOLH,OUT OF COMPLIANCE,H086,REFUSE AREA/BINS - PREMISES,351
DAMZ2QMZ5,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,352
DAMZ2QMZ5,OUT OF COMPLIANCE,H005,RATS/MICE - UNIT,353
DANGA4BCX,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,354
DANGA4BCX,OUT OF COMPLIANCE,H011,COVER PLATES - UNIT,355
DAO0UC00K,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,356
DAPPKIBDP,OUT OF COMPLIANCE,H010,SEWER/DRAIN LINES - UNIT,357
DAPPKIBDP,OUT OF COMPLIANCE,H015,TUB/SHOWER STALL - UNIT,358
DAQDDOJQV,OUT OF COMPLIANCE,H020,APPLIANCES - UNIT,359
DAQDDOJQV,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,360
DASXACKU8,OUT OF COMPLIANCE,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES,361
DASXACKU8,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,362
DASXACKU8,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT",363
DASXACKU8,OUT OF COMPLIANCE,H091,WALL/CEILING/FLOOR - MOLD - PREMISES,364
DAUFTT0P6,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,365
DAVSLL5VQ,OUT OF COMPLIANCE,H037,VENTILATION - UNIT,366
DAVSLL5VQ,OUT OF COMPLIANCE,H015,TUB/SHOWER STALL - UNIT,367
DA08ZJJ03,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,368
DA08ZJJ03,OUT OF COMPLIANCE,H005,RATS/MICE - UNIT,369
DA0RPUGXP,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,370
DA0RPUGXP,OUT OF COMPLIANCE,H015,TUB/SHOWER STALL - UNIT,371
DA0RPUGXP,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,372
DA0RPUGXP,OUT OF COMPLIANCE,H004,BEDBUGS - UNIT,373
DA1517643,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,374
DA1BYSQT1,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,375
DA1BYSQT1,OUT OF COMPLIANCE,H057,COCKROACHES - PREMISES,376
DA1YEMKTJ,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,377
DA1YEMKTJ,OUT OF COMPLIANCE,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES,378
DA1YEMKTJ,OUT OF COMPLIANCE,H079,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - PREMISES",379
DA1YEMKTJ,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,380
DA1YEMKTJ,OUT OF COMPLIANCE,H013,WIRING - UNIT,381
DA1YEMKTJ,OUT OF COMPLIANCE,H022,FURNITURE - UNIT,382
DA1YEMKTJ,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,383
DA1YEMKTJ,OUT OF COMPLIANCE,H016,FIXTURES - UNIT,384
DA1YEMKTJ,OUT OF COMPLIANCE,H066,SEWER/DRAIN LINES - PREMISES,385
DA1YEMKTJ,OUT OF COMPLIANCE,H076,APPLIANCES - PREMISES,386
DA6SYSNZM,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,387
DA8I36GEX,OUT OF COMPLIANCE,H004,BEDBUGS - UNIT,388
DA8K0SAGI,OUT OF COMPLIANCE,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES,389
DA9WJZQT8,OUT OF COMPLIANCE,H012,OUTLET/FIXTURES - UNIT,390
DA9WJZQT8,OUT OF COMPLIANCE,H027,INADEQUATE LIGHTING - UNIT,391
DA9WJZQT8,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,392
DA9WJZQT8,OUT OF COMPLIANCE,H037,VENTILATION - UNIT,393
DAABPOA0W,OUT OF COMPLIANCE,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES,394
DAABPOA0W,OUT OF COMPLIANCE,H058,FLIES - PREMISES,395
DAABPOA0W,OUT OF COMPLIANCE,H086,REFUSE AREA/BINS - PREMISES,396
DABKRLAQA,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,397
DABKRLAQA,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT",398
DAFO1MLPK,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,399
DAFO1MLPK,OUT OF COMPLIANCE,H005,RATS/MICE - UNIT,400
DANRNLBE6,OUT OF COMPLIANCE,H015,TUB/SHOWER STALL - UNIT,401
DANRNLBE6,OUT OF COMPLIANCE,H045,SINK BASIN - UNIT,402
DANRNLBE6,OUT OF COMPLIANCE,H017,INOPERABLE - UNIT,403
DANRNLBE6,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,404
DANTDDLUJ,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,405
DANTDDLUJ,OUT OF COMPLIANCE,H016,FIXTURES - UNIT,406
DAOOL1FHU,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,407
DAOOL1FHU,OUT OF COMPLIANCE,H021,BEDDING - UNIT,408
DAQV0JHB5,OUT OF COMPLIANCE,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES,409
DAS3IZW3Z,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,410
DAXOMCW5C,OUT OF COMPLIANCE,H004,BEDBUGS - UNIT,411
DAXOMCW5C,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,412
DAXOMCW5C,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,413
DA1ZMB0Y4,OUT OF COMPLIANCE,H016,FIXTURES - UNIT,414
DA2CPYED0,OUT OF COMPLIANCE,H005,RATS/MICE - UNIT,415
DAHHJXHLX,OUT OF COMPLIANCE,H007,WATER LINE - UNIT,416
DAHHJXHLX,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,417
DAHHJXHLX,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,418
DAKQPXDZL,OUT OF COMPLIANCE,H015,TUB/SHOWER STALL - UNIT,419
DAKQPXDZL,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,420
DAKQPXDZL,OUT OF COMPLIANCE,H012,OUTLET/FIXTURES - UNIT,421
DAKQPXDZL,OUT OF COMPLIANCE,H044,FAUCET FIXTURES - UNIT,422
DALKS909R,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,423
DALOXATLG,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,424
DALOXATLG,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,425
DATJLCFNM,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,426
DAUUM27QK,OUT OF COMPLIANCE,H063,WATER LINE - PREMISES,427
DAPFHT0VS,OUT OF COMPLIANCE,H079,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - PREMISES",428
DAVOMVESE,OUT OF COMPLIANCE,H042,NO WATER - UNIT,429
DAX2GYHMW,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,430
DAX2GYHMW,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT",431
DAXFNTDE0,OUT OF COMPLIANCE,H066,SEWER/DRAIN LINES - PREMISES,432
DA0LQF55C,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,433
DA0LQF55C,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,434
DA0LQF55C,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,435
DA0YOX0SK,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,436
DA70C6X9L,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,437
DA70C6X9L,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT",438
DA9BSS0UD,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,439
DA9BSS0UD,OUT OF COMPLIANCE,H002,FLIES - UNIT,440
DABCDC05R,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,441
DABCDC05R,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,442
DABLG3MIQ,OUT OF COMPLIANCE,H015,TUB/SHOWER STALL - UNIT,443
DABLG3MIQ,OUT OF COMPLIANCE,H005,RATS/MICE - UNIT,444
DADSKTVJD,OUT OF COMPLIANCE,H061,RATS/MICE - PREMISES,445
DAEU7YU3J,OUT OF COMPLIANCE,H066,SEWER/DRAIN LINES - PREMISES,446
DAF97DCRP,OUT OF COMPLIANCE,H015,TUB/SHOWER STALL - UNIT,447
DAF97DCRP,OUT OF COMPLIANCE,H010,SEWER/DRAIN LINES - UNIT,448
DALVAPTUQ,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,449
DALVYYA17,OUT OF COMPLIANCE,H005,RATS/MICE - UNIT,450
DAMLJ3R9D,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,451
DAGEFKDP3,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,452
DAUFGXIIP,OUT OF COMPLIANCE,H014,TANK/BASE/BOWL/OTHER - UNIT,453
DAGEFKDP3,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,454
DAHKYSBG0,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,455
DAHKYSBG0,OUT OF COMPLIANCE,H004,BEDBUGS - UNIT,456
DAJL8BZ3X,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,457
DAJL8BZ3X,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,458
DAJL8BZ3X,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,459
DAPFOM8D7,OUT OF COMPLIANCE,H045,SINK BASIN - UNIT,460
DAQMCS7XS,OUT OF COMPLIANCE,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES,461
DASVSSAQ0,OUT OF COMPLIANCE,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES,462
DAUR0EU8Y,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,463
DAV9U0AOB,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT",464
DAV9U0AOB,OUT OF COMPLIANCE,H012,OUTLET/FIXTURES - UNIT,465
DAYYFPXVC,OUT OF COMPLIANCE,H044,FAUCET FIXTURES - UNIT,466
DAYYFPXVC,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,467
DAYYFPXVC,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,468
DA0YWIBS2,OUT OF COMPLIANCE,H102,PERMIT AVAILABLE,469
DA68DC0R9,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,470
DA68DC0R9,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,471
DA68DC0R9,OUT OF COMPLIANCE,H066,SEWER/DRAIN LINES - PREMISES,472
DAAH8VBKT,OUT OF COMPLIANCE,H019,MISSING COMFORT HEAT - UNIT,473
DAAK00M6R,OUT OF COMPLIANCE,H004,BEDBUGS - UNIT,474
DAB3EE9ST,OUT OF COMPLIANCE,H005,RATS/MICE - UNIT,475
DABVHWTH4,OUT OF COMPLIANCE,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES,476
DAEXXWFRE,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,477
DAEXXWFRE,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,478
DAEXXWFRE,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,479
DAFS1ICRS,OUT OF COMPLIANCE,H031,CAST-OFFS/DEBRIS/WASTE - UNIT,480
DAFS1ICRS,OUT OF COMPLIANCE,H005,RATS/MICE - UNIT,481
DAIOE9BHM,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,482
DAJSRZ51C,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,483
DAJSRZ51C,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,484
DAKFHSW40,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,485
DAL1LNGPN,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,486
DAL1LNGPN,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,487
DAL1LNGPN,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT",488
DALZOQG7D,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,489
DAMNSXYAZ,OUT OF COMPLIANCE,H091,WALL/CEILING/FLOOR - MOLD - PREMISES,490
DANOTRK0G,OUT OF COMPLIANCE,H020,APPLIANCES - UNIT,491
DANOTRK0G,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,492
DANOTRK0G,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,493
DAOXMLRHJ,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,494
DAOXMLRHJ,OUT OF COMPLIANCE,H027,INADEQUATE LIGHTING - UNIT,495
DAQB0ZZDH,OUT OF COMPLIANCE,H004,BEDBUGS - UNIT,496
DAQYINPWF,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,497
DASNVUBUU,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,498
DASNVUBUU,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,499
DATM0TTGX,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,500
DAVO6R6EW,OUT OF COMPLIANCE,H010,SEWER/DRAIN LINES - UNIT,501
DAVO6R6EW,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,502
DAUFGXIIP,OUT OF COMPLIANCE,H016,FIXTURES - UNIT,503
DAPXRNNMC,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT",504
DAUMJ3ECJ,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,505
DAUMJ3ECJ,OUT OF COMPLIANCE,H004,BEDBUGS - UNIT,506
DAPXRNNMC,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,507
DAUMJ3ECJ,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,508
DAQQESCWH,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,509
DAUMJ3ECJ,OUT OF COMPLIANCE,H014,TANK/BASE/BOWL/OTHER - UNIT,510
DAQQESCWH,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,511
DAUMJ3ECJ,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,512
DAUMUS3LN,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,513
DAWXR0W8J,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,514
DAURLJATX,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,515
DAWXR0W8J,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,516
DAVBU7R15,OUT OF COMPLIANCE,H096,VENT SCREENS - PREMISES,517
DAMAXNU2G,OUT OF COMPLIANCE,H019,MISSING COMFORT HEAT - UNIT,518
DAWXR0W8J,OUT OF COMPLIANCE,H015,TUB/SHOWER STALL - UNIT,519
DAVBU7R15,OUT OF COMPLIANCE,H076,APPLIANCES - PREMISES,520
DANJMMCDS,OUT OF COMPLIANCE,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES,521
DAX0V0JLU,OUT OF COMPLIANCE,H005,RATS/MICE - UNIT,522
DAVMLVFZS,OUT OF COMPLIANCE,H095,STAIRS - PREMISES,523
DANJMMCDS,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,524
DAXY5BIPO,OUT OF COMPLIANCE,H004,BEDBUGS - UNIT,525
DAXMRGJLR,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,526
DANJNLMWX,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,527
DAXY5BIPO,OUT OF COMPLIANCE,H045,SINK BASIN - UNIT,528
DAZ8AL0I0,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,529
DANJNLMWX,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,530
DAXY5BIPO,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,531
DA0TNK08U,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,532
DANJNLMWX,OUT OF COMPLIANCE,H004,BEDBUGS - UNIT,533
DAZMSPF04,OUT OF COMPLIANCE,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES,534
DA1515261,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,535
DAORWAQG3,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,536
DA2FOS0WH,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,537
DA1515261,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,538
DA1515261,OUT OF COMPLIANCE,H005,RATS/MICE - UNIT,539
DA2092V27,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,540
DA39NTPN8,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,541
DA39NTPN8,OUT OF COMPLIANCE,H004,BEDBUGS - UNIT,542
DA3HE1VLW,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,543
DA3O9YAYO,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,544
DA4EYCYEC,OUT OF COMPLIANCE,H085,LAUNDRY ROOM/REC ROOM - PREMISES,545
DA4FZ5RTK,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,546
DA4GGONTD,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,547
DA4GGONTD,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT",548
DA4GGONTD,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,549
DA7093XSG,OUT OF COMPLIANCE,H020,APPLIANCES - UNIT,550
DA8HZFK74,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,551
DA8HZFK74,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,552
DA8HZFK74,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,553
DA8HZFK74,OUT OF COMPLIANCE,H020,APPLIANCES - UNIT,554
DA8HZFK74,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,555
DAA0D7YJQ,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,556
DAA0D7YJQ,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT",557
DABSB6LGA,OUT OF COMPLIANCE,H017,INOPERABLE - UNIT,558
DAC9PGCHO,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,559
DADFCV2CQ,OUT OF COMPLIANCE,H086,REFUSE AREA/BINS - PREMISES,560
DADTZKI2P,OUT OF COMPLIANCE,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES,561
DADTZKI2P,OUT OF COMPLIANCE,H086,REFUSE AREA/BINS - PREMISES,562
DADYCKS9J,OUT OF COMPLIANCE,H015,TUB/SHOWER STALL - UNIT,563
DADYCKS9J,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,564
DAECQFXLY,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,565
DAERVMT5B,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,566
DAERVMT5B,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,567
